id,companyName,webURL,parentCompany,optoutLink,optoutInstructions,optoutComplete
169,pub360,pub360.com,,https://pub360.com/,"Search for your name on pub360.com. If your listing is there, switch to the ""Information Removal"" tab under the search bar. Click the box next to your listing and scroll all the way to the bottom of the page to click ""Remove.""",FALSE
170,PublicInfoServices,PublicInfoServices.com,,support@publicinfoservices.com,"Sed an email to support@publicinfoservices.com that contains your first and last name as shownin the listing, your age, your current address, and your previous addresses. Only include information as it appears in your listing.",FALSE
171,PublicRecords.Direc,PublicRecords.Directory,,https://publicrecords.directory/contact.php,Type “site:publicrecords.directory [your name]” into Google to find your listing. Copy the URL of your listing into the contact form and request to remove your information.,FALSE
172,PublicRecords360,PublicRecords360.com,,http://www.publicrecords360.com/optout.html ,Search for your own listing first and copy the URL. Paste it into the opt out form and follow instructions to remove.,FALSE
173,PublicRecordsNow,PublicRecordsNow.com,,https://www.peoplefinders.com/manage,"Search for your own listing and click on ""This is me"". Click ""opt out my info"". Click on both boxes and perform the CAPTCHA.",FALSE
174,PublicSeek,PublicSeek.com,,privacy@publicseek.com; support@publicseek.com ,Search for your own records to see if they exist. If they do email privacy@publicseek.com and support@publicseek.com with “Removal” as the subject.,FALSE
175,Radaris,Radaris.com,,https://radaris.com/control/privacy,"Search for your own records. Click ""Full Profile"" if you find your listing. If they exist use the opt out form and paste the URL of your listing.",FALSE
176,RecordsFinder,RecordsFinder.com,,https://recordsfinder.com/optout/,"Use the opt out form and fill out the information to search. If your listing exists, check the ""Select Record"" box and click the ""Remove Data"" button.",FALSE
177,Rehold,Rehold.com,,https://rehold.com/,"Search for your own listing and click ""Information Control"" to the right of your listing. Click ""Remove"" next to the information you want to remove and click ""Apply"" to remove dat from the site.",FALSE
178,Reunion,Reunion.com,MyLife,removalrequests@mylife.com,"Reuinin is owned by  MyLife, so removing yourself from MyLife will remove you from Reunion. Go to mylife.com and search for your own listing. On the results page click ""See Reputation Score"" and copy and paste the URL of your profile. Compose an email request to opt out with only the data found in your listing and the URL of your profile.",FALSE
179,RevealName,RevealName.com,,https://www.revealname.com/opt_out,Search for your own records via Name lookup. If they exist use the opt out form.,FALSE
180,ReverseMobile,ReverseMobile.com,Infotracer,https://infotracer.com/optout/,"Reverse Mobile is owned by InfoTracer, so removing yourself from InfoTracer will remove you from Reverse Mobile. Search for your listing using the opt out tool and select ""Remove my Data"" next to your record.",FALSE
181,ReversePhoneCheck,ReversePhoneCheck.com,Infotracer,https://infotracer.com/optout/,"Reverse Phone Check is owned by InfoTracer, so removing yourself from InfoTracer will remove you from Reverse Phone Check. Search for your listing using the opt out tool and select ""Remove my Data"" next to your record.",FALSE
182,ReversePhoneLookUp,ReversePhoneLookUp.com,,https://www.reversephonelookup.com/remove.php,Search for your own records. If they exist use the opt out form.,FALSE
183,RocketReach,RocketReach.com,,https://rocketreach.co/claim-profile/,Search for your profile on rocketreach.co and copy the URL. Then use the online claim profile tool for removal.,FALSE
184,SearchBug,SearchBug.com,,https://www.searchbug.com,"Go to searchbug and search for your listing. Find your results and click on them. At the top of your listing, click ""Remove"".",FALSE
185,Searchpeoplefree,searchpeoplefree.com ,,https://www.searchpeoplefree.com/opt-out,Search for your own records. If they exist use the opt out form.,FALSE
186,searchpublicrecords,searchpublicrecords.com,,https://www.searchpublicrecords.com/help-center/remove-my-public-record,Search for your own records. If they exist use the opt out form.,FALSE
187,SearchQuarry,SearchQuarry.com,,https://www.searchquarry.com/opt-out/,"Enter your first name, last name, city and state as they appear into the listing in the opt out form.",FALSE
188,SmartBackgroundChecks,SmartBackgroundChecks.com,,https://www.smartbackgroundchecks.com/optout,"Use the ""search features"" link to search for yourself (enter name and location and click ""search""). Find your listing and click on ""Click for more details"". Click ""Request for my Record to be Removed"".",FALSE
189,SocialCatFish,SocialCatFish.com,,https://socialcatfish.com/opt-out/,"Go to https://socialcatfish.com/ and search for yourself. Right click ""See Full Result"" orange button and cilck ""Copy Link Address."" Copy the url of your listing into the opt out form.",FALSE
190,Spokeo,Spokeo.com,,https://www.spokeo.com/optout,Search for your own listing on spokeo.com. Find your listing and click on it to see your profile. Copy the url of your profile into the opt-out form at spokeo.com/optout,FALSE
191,SpyDialer,SpyDialer.com,,https://www.spydialer.com/optout.aspx,Use opt out form to remove the information as it appears on your listing.,FALSE
192,SpyFly,SpyFly.com,,support@spyfly.com,"If your profile exists you will need to email support@spyfly.com. The email must contain the following information as it appears on the website: Your first and last name; your age; current address as shown  (City, State and Zip Code) and previous addresses (City, State and Zip Code).",FALSE
193,Spytox,Spytox.com,,https://www.spytox.com/opt_out,"Search for your own listing. If it exists copy and paste the URL into the opt out form and click ""Remove my info.""",FALSE
194,StateRecords,StateRecords.org,Infotracer,https://infotracer.com/optout/,StateRecords is run by Infotracer. Complete the Infotracer opt out form at https://infotracer.com/optout/,FALSE
195,Superpages,SuperPages.com,Whitepages,https://www.whitepages.com/suppression_requests,"Superpages is run by whitepages. To opt out, use the whitepages opt out form at https://www.whitepages.com/suppression_requests",FALSE
196,Sync,Sync.me,,https://sync.me/optout/,Remove your information via the opt out form.,FALSE
197,TelephoneDirectories,TelephoneDirectories.us,,https://www.telephonedirectories.us/Edit_Records,Search for yourself using the People Search. If your information exists complete the opt out form.,FALSE
198,TennHelp,TennHelp.com,,https://www.tennhelp.com/public-resources/change-listing.html,Search for yourself using the People Finder. If your information exists complete the opt out form.,FALSE
199,ThatsThem,ThatsThem.com,,https://thatsthem.com/optout,Search for yourself by name phone and address. If your information exists complete opt out form.,FALSE
200,TheIdentityPages,TheIdentityPages.com,,https://theidentitypages.com/Remove,Go to theidentitypages.com. Search for your own profile by using the search bar and find the profile that contains information about you.Copy the URL of your profile and use the remove page to remove your profile.,FALSE
201,thepublicrecords,thepublicrecords.com,People Finders,https://www.peoplefinders.com/manage,"The public records is owned by People Finders. Removing yourself from PeopleFinders will remove you from The Public Records. Use the link to find your own listing and click ""This is me."" Click on ""opt out my info"" to opt out.",FALSE
202,TowerData,TowerData.com,,https://instantdata.towerdata.com/optout,Use the opt out form to complete the removal process.,FALSE
203,TrueCaller,TrueCaller.com,,https://www.truecaller.com/unlisting,"Search for your phone number. If a record is found, use the link to remove it from the site.",FALSE
204,TruePeopleSearch,TruePeopleSearch.com,,https://www.truepeoplesearch.com/removal,"Search for your own record using the removal/opt out link. Click ""View All Details"" and scroll down to ""Remove this Record"" if it exists.",FALSE
205,TruePeopleSearch,TruePeopleSearch.net,,https://truepeoplesearch.net/removal,"Search for your own record using the removal/opt out link. Click ""View All Details"" and scroll down to ""Remove this Record"" if it exists.",FALSE
206,trustifo,trustifo.com,,https://www.trustifo.com/,Search for your own listing using the opt out tool. If it exists enter the URL into the opt out tool with the information as it appears in your listing ,FALSE
207,Trustoria,Trustoria.com,,https://www.trustoria.com/page/contact,Does not have a functioning opt-out process in place at this time. Use the contact form.,FALSE
208,TruthFinder,TruthFinder.com,,https://www.truthfinder.com/opt-out/,"Search for your own profile. If it exists, click on the green ""Remove this Record"" on your profile.",FALSE
209,UFind,UFind.name,,support@ufind.name,"Email support@ufind.name with “Removal” as the subject. There is a history of unanswered removal requests with this email. If the information still isn't removed, mail the web host abuse@key-systems.net; abuse@key-systems.net; and abuse@moniker.com with the web host removal form.",FALSE
210,UnitedStatesPhoneBook,UnitedStatesPhoneBook.com,,http://www.unitedstatesphonebook.com/contact.php,Use the contact form to request profile removal.,FALSE
211,UsSearch,UsSearch.com,,https://www.ussearch.com/opt-out/submit/,Search for your own profile. If it exists complete opt out form.,FALSE
212,USPhonebook,USPhonebook.com,,https://www.usphonebook.com/opt-out,Search for your own profile. If it exists complete opt out form.,FALSE
213,USA-People-Search,USA-People-Search.com,,https://www.usa-people-search.com/manage/,Search for your own profile. If it exists the removal process can be done using the opt-out form.,FALSE
214,USABackground,USABackground.com,,support@usabackground.com,"A direct request must be emailed to support@usabackground.com. Attach  a scan copy of driver license or ID card. Be sure to block out your ID number, photo, and signature. Request that your information be removed from their database.
",FALSE
215,USAProfilePages,USAProfilePages.com,,http://usaprofilepages.com/Remove ,"Search for your profile. If it exists, click on ""View More"" to copy the URL of your listing. Paste it within the removal form to remove your profile.",FALSE
216,usareversephone,usareversephone.com,,https://usareversephone.com/optout/index,"Search for your own number. If it exists, remove using the opt out form.",FALSE
217,UserSearch,UserSearch.org,,support@usersearch.org,Find your own information using the website's search tool.  Email support@usersearch.org listing the data you would like removed stating you want to exercise your “Right to Erase” or “Right to restrict our use of your Data”.,FALSE
218,usphonenumberformat,usphonenumberformat.com,,removephonenumber@yeah.net,Contact removephonenumber@yeah.net to remove phone number.,FALSE
219,ValidNumber,ValidNumber.com,,https://validnumber.com/doc/contact/,Search for your own phone number. If a listing exists use the contact form for profile removal.,FALSE
220,ValPak,ValPak.com,,https://www.valpak.com/coupons/show/mailinglistsuppression,Use the opt out form to request mailing opt out.,FALSE
221,verecor,verecor.com,,https://verecor.com/ng/control/privacy,"Search for your own listing. If it exists, paste the URL of your listing into the opt out form.",FALSE
222,vericora,vericora.com,,https://vericora.com/ng/control/privacy,"Search for your own listing. If it exists, paste the URL of your listing into the opt out form.",FALSE
223,veriforia,veriforia.com,,https://veriforia.com/ng/control/privacy,"Enter your full name, specify your city and state, and click the 'Search' button. Find the matching result and click the 'View profile' button.
Copy the URL of your profile and fill out the opt out form with this information.",FALSE
224,VeriPages,VeriPages.com,,support@veripages.com,Search for your name and location. Copy the URL of the page that lists your information and request to opt-out via email at support@veripages.com.,FALSE
225,VeriSpy,VeriSpy.com,,https://www.dataaccessmanagement.com/verispy/ ,"Fill out opt out form with information as it appears in your listing. If no information on you exists, make up fake information. Send the PDF genearted from the opt out form as well as a copy of your state-issued ID to optouts@dataaccessmanagement.com. Be sure to block out your photo signature and ID number.",FALSE
226,Veromi,Veromi.com,,Mail,"Search for your own listing and see if it exists. If it does mail the following information to Veromi: First Middle and Last Name; Nicknames and aliases; your address; your date of birth; and a printout of your listing. Mail to: Veromi Optout Request
15260 Ventura Blvd 20th FI.
Sherman Oaks CA 91403",FALSE
227,VoterRecords,VoterRecords.com,,https://voterrecords.com/faq,Follow the directions in the FAQ.,FALSE
228,whatareusaphonenumbers,whatareusaphonenumbers.com,,removephonenumber@yeah.net,Contact removephonenumber@yeah.net to remove phone number.,FALSE
229,WhitePages,WhitePages.com,,https://www.whitepages.com/suppression_requests,Use the suppresion request form to paste your URL to remove your profile.,FALSE
230,whoiscallingmefromthisnumber,whoiscallingmefromthisnumber.com,,removephonenumber@yeah.net,Email removephonenumber@yeah.net the link in the post and copy the information in an email to them to remove your listing.,FALSE
231,Wyty,Wyty.com,,https://www.wyty.com/remove/,Search for your own profile and fill out the profile removal form. Fill out removal form with exactly the same information that appears in the listing.,FALSE
232,Xlek,Xlek.com,,https://www.xlek.com/optout.php,"Enter your first and last name, select your state and click ‘Get started’. Click on your profile if it exists and click Opt-out",FALSE
233,Yasni,Yasni.com,,None,There is no direct removal option available.  This website will identify the source of the information for you to pursue for opt-out or removal.,FALSE
234,yellowbook,yellowbook.com,,https://www.yellowbook.com/,Search for your own proifle on yellowbook.com. Email privacy.officerus@hibu.com using a basic opt out form and URL of your profile.,FALSE
235,yellowpages.,yellowpages.com ,Intelius,https://www.yellowpages.com/,Yellowpages is owned by intelius. Also complete the Intelius opt out form at http://intelius.com/optout. On he yellowpages website itself you may search and select your profile and choose “Remove Listing” to remove your profile.,FALSE
236,zabasearch,zabasearch.com,Intelius,http://intelius.com/optout,"Zabasearch is owned by Intelius, so if you opt out of Intelius you will opt out of Zabasearch as well. Search for your own listing. If it exists, click ""Select and Continue"" and enter in a throwaway email address to complete profile deletion.",FALSE
237,Zlookup,Zlookup.com,,https://www.zlookup.com/opt_out,"Search for own listing. If it exists, enter the full phone number in the opt out form to opt out.",FALSE
238,Zoom,ZoomInfo,,https://www.zoominfo.com/,Search for your own listing and then click “Is this you?” on yourprofile.  Signup and delete desired details.,FALSE
239,Zosearch,Zosearch.com,,https://zosearch.com/opt-out/,Search  for your own profile. If it exists select your profile and choose “Remove Listing”.,FALSE
